Processor Settings
R: 2
k0: 3
k1: 2
k2: 1
F: 4

CYCLE	OPERATION	INSTRUCTION
16245	SCHEDULED	32471
16245	SCHEDULED	32472
16245	DISPATCHED	64973
16245	DISPATCHED	64974
16245	DISPATCHED	64975
16245	DISPATCHED	64976
16245	FETCHED		64977
16245	FETCHED		64978
16245	FETCHED		64979
16245	FETCHED		64980
16246	EXECUTED	32467
16246	EXECUTED	32469
16246	STATE UPDATE	32466
16246	STATE UPDATE	32460
16246	SCHEDULED	32473
16246	SCHEDULED	32474
16246	DISPATCHED	64977
16246	DISPATCHED	64978
16246	DISPATCHED	64979
16246	DISPATCHED	64980
16246	FETCHED		64981
16246	FETCHED		64982
16246	FETCHED		64983
16246	FETCHED		64984
16247	EXECUTED	32461
16247	EXECUTED	32472
16247	EXECUTED	32471
16247	STATE UPDATE	32467
16247	STATE UPDATE	32469
16247	SCHEDULED	32475
16247	SCHEDULED	32476
16247	DISPATCHED	64981
16247	DISPATCHED	64982
16247	DISPATCHED	64983
16247	DISPATCHED	64984
16247	FETCHED		64985
16247	FETCHED		64986
16247	FETCHED		64987
16247	FETCHED		64988
16248	EXECUTED	32473
16248	STATE UPDATE	32461
16248	STATE UPDATE	32471
16248	SCHEDULED	32477
16248	SCHEDULED	32478
16248	DISPATCHED	64985
16248	DISPATCHED	64986
16248	DISPATCHED	64987
16248	DISPATCHED	64988
16248	FETCHED		64989
16248	FETCHED		64990
16248	FETCHED		64991
16248	FETCHED		64992
16249	EXECUTED	32468
16249	EXECUTED	32462
16249	STATE UPDATE	32472
16249	STATE UPDATE	32473
16249	SCHEDULED	32479
16249	SCHEDULED	32480
16249	DISPATCHED	64989
16249	DISPATCHED	64990
16249	DISPATCHED	64991
16249	DISPATCHED	64992
16249	FETCHED		64993
16249	FETCHED		64994
16249	FETCHED		64995
16249	FETCHED		64996
16250	EXECUTED	32470
16250	EXECUTED	32474
16250	EXECUTED	32478
16250	STATE UPDATE	32462
16250	STATE UPDATE	32468
16250	SCHEDULED	32481
16250	SCHEDULED	32482
16250	DISPATCHED	64993
16250	DISPATCHED	64994
16250	DISPATCHED	64995
16250	DISPATCHED	64996
16250	FETCHED		64997
16250	FETCHED		64998
16250	FETCHED		64999
16250	FETCHED		65000
16251	EXECUTED	32480
16251	EXECUTED	32479
16251	STATE UPDATE	32470
16251	STATE UPDATE	32474
16251	SCHEDULED	32483
16251	SCHEDULED	32484
16251	DISPATCHED	64997
16251	DISPATCHED	64998
16251	DISPATCHED	64999
16251	DISPATCHED	65000
16251	FETCHED		65001
16251	FETCHED		65002
16251	FETCHED		65003
16251	FETCHED		65004
16252	EXECUTED	32475
16252	EXECUTED	32481
16252	STATE UPDATE	32478
16252	STATE UPDATE	32479
16252	SCHEDULED	32485
16252	SCHEDULED	32486
16252	DISPATCHED	65001
16252	DISPATCHED	65002
16252	DISPATCHED	65003
16252	DISPATCHED	65004
16252	FETCHED		65005
16252	FETCHED		65006
16252	FETCHED		65007
16252	FETCHED		65008
16253	EXECUTED	32484
16253	STATE UPDATE	32480
16253	STATE UPDATE	32475
16253	SCHEDULED	32487
16253	SCHEDULED	32488
16253	DISPATCHED	65005
16253	DISPATCHED	65006
16253	DISPATCHED	65007
16253	DISPATCHED	65008
16253	FETCHED		65009
16253	FETCHED		65010
16253	FETCHED		65011
16253	FETCHED		65012
16254	EXECUTED	32476
16254	EXECUTED	32482
16254	EXECUTED	32486
16254	STATE UPDATE	32481
16254	STATE UPDATE	32484
16254	SCHEDULED	32489
16254	SCHEDULED	32490
16254	DISPATCHED	65009
16254	DISPATCHED	65010
16254	DISPATCHED	65011
16254	DISPATCHED	65012
16254	FETCHED		65013
16254	FETCHED		65014
16254	FETCHED		65015
16254	FETCHED		65016
16255	EXECUTED	32487
16255	EXECUTED	32488
16255	STATE UPDATE	32476
16255	STATE UPDATE	32482
16255	SCHEDULED	32491
16255	SCHEDULED	32492
16255	DISPATCHED	65013
16255	DISPATCHED	65014
16255	DISPATCHED	65015
16255	DISPATCHED	65016
16255	FETCHED		65017
16255	FETCHED		65018
16255	FETCHED		65019
16255	FETCHED		65020
16256	EXECUTED	32483
16256	STATE UPDATE	32486
16256	STATE UPDATE	32487
16256	SCHEDULED	32493
16256	SCHEDULED	32494
16256	DISPATCHED	65017
16256	DISPATCHED	65018
16256	DISPATCHED	65019
16256	DISPATCHED	65020
16256	FETCHED		65021
16256	FETCHED		65022
16256	FETCHED		65023
16256	FETCHED		65024
16257	EXECUTED	32485
16257	EXECUTED	32477
16257	STATE UPDATE	32488
16257	STATE UPDATE	32483
16257	SCHEDULED	32495
16257	SCHEDULED	32496
16257	DISPATCHED	65021
16257	DISPATCHED	65022
16257	DISPATCHED	65023
16257	DISPATCHED	65024
16257	FETCHED		65025
16257	FETCHED		65026
16257	FETCHED		65027
16257	FETCHED		65028
16258	EXECUTED	32489
16258	EXECUTED	32493
16258	STATE UPDATE	32477
16258	STATE UPDATE	32485
16258	SCHEDULED	32497
16258	SCHEDULED	32498
16258	DISPATCHED	65025
16258	DISPATCHED	65026
16258	DISPATCHED	65027
16258	DISPATCHED	65028
16258	FETCHED		65029
16258	FETCHED		65030
16258	FETCHED		65031
16258	FETCHED		65032
16259	EXECUTED	32495
16259	EXECUTED	32496
16259	EXECUTED	32494
16259	STATE UPDATE	32489
16259	STATE UPDATE	32493
16259	SCHEDULED	32499
16259	SCHEDULED	32500
16259	DISPATCHED	65029
16259	DISPATCHED	65030
16259	DISPATCHED	65031
16259	DISPATCHED	65032
16259	FETCHED		65033
16259	FETCHED		65034
16259	FETCHED		65035
16259	FETCHED		65036
16260	EXECUTED	32490
16260	STATE UPDATE	32494
16260	STATE UPDATE	32495
16260	SCHEDULED	32501
16260	SCHEDULED	32502
16260	DISPATCHED	65033
16260	DISPATCHED	65034
16260	DISPATCHED	65035
16260	DISPATCHED	65036
16260	FETCHED		65037
16260	FETCHED		65038
16260	FETCHED		65039
16260	FETCHED		65040
16261	EXECUTED	32497
16261	EXECUTED	32499
16261	STATE UPDATE	32496
16261	STATE UPDATE	32490
16261	SCHEDULED	32503
16261	SCHEDULED	32504
16261	DISPATCHED	65037
16261	DISPATCHED	65038
16261	DISPATCHED	65039
16261	DISPATCHED	65040
16261	FETCHED		65041
16261	FETCHED		65042
16261	FETCHED		65043
16261	FETCHED		65044
16262	EXECUTED	32491
16262	EXECUTED	32502
16262	EXECUTED	32501
16262	STATE UPDATE	32497
16262	STATE UPDATE	32499
16262	SCHEDULED	32505
16262	SCHEDULED	32506
16262	DISPATCHED	65041
16262	DISPATCHED	65042
16262	DISPATCHED	65043
16262	DISPATCHED	65044
16262	FETCHED		65045
16262	FETCHED		65046
16262	FETCHED		65047
16262	FETCHED		65048
16263	EXECUTED	32503
16263	STATE UPDATE	32491
16263	STATE UPDATE	32501
16263	SCHEDULED	32507
16263	SCHEDULED	32508
16263	DISPATCHED	65045
16263	DISPATCHED	65046
16263	DISPATCHED	65047
16263	DISPATCHED	65048
16263	FETCHED		65049
16263	FETCHED		65050
16263	FETCHED		65051
16263	FETCHED		65052
16264	EXECUTED	32498
16264	EXECUTED	32492
16264	STATE UPDATE	32502
16264	STATE UPDATE	32503
16264	SCHEDULED	32509
16264	SCHEDULED	32510
16264	DISPATCHED	65049
16264	DISPATCHED	65050
16264	DISPATCHED	65051
16264	DISPATCHED	65052
16264	FETCHED		65053
16264	FETCHED		65054
16264	FETCHED		65055
16264	FETCHED		65056
16265	EXECUTED	32500
16265	EXECUTED	32504
16265	EXECUTED	32508
16265	STATE UPDATE	32492
16265	STATE UPDATE	32498
16265	SCHEDULED	32511
16265	SCHEDULED	32512
16265	DISPATCHED	65053
16265	DISPATCHED	65054
16265	DISPATCHED	65055
16265	DISPATCHED	65056
16265	FETCHED		65057
16265	FETCHED		65058
16265	FETCHED		65059
16265	FETCHED		65060
16266	EXECUTED	32510
16266	EXECUTED	32509
16266	STATE UPDATE	32500
16266	STATE UPDATE	32504
16266	SCHEDULED	32513
16266	SCHEDULED	32514
16266	DISPATCHED	65057
16266	DISPATCHED	65058
16266	DISPATCHED	65059
16266	DISPATCHED	65060
16266	FETCHED		65061
16266	FETCHED		65062
16266	FETCHED		65063
16266	FETCHED		65064
16267	EXECUTED	32505
16267	EXECUTED	32511
16267	STATE UPDATE	32508
16267	STATE UPDATE	32509
16267	SCHEDULED	32515
16267	SCHEDULED	32516
16267	DISPATCHED	65061
16267	DISPATCHED	65062
16267	DISPATCHED	65063
16267	DISPATCHED	65064
16267	FETCHED		65065
16267	FETCHED		65066
16267	FETCHED		65067
16267	FETCHED		65068
16268	EXECUTED	32514
16268	STATE UPDATE	32510
16268	STATE UPDATE	32505
16268	SCHEDULED	32517
16268	SCHEDULED	32518
16268	DISPATCHED	65065
16268	DISPATCHED	65066
16268	DISPATCHED	65067
16268	DISPATCHED	65068
16268	FETCHED		65069
16268	FETCHED		65070
16268	FETCHED		65071
16268	FETCHED		65072
16269	EXECUTED	32506
16269	EXECUTED	32512
16269	EXECUTED	32516
16269	STATE UPDATE	32511
16269	STATE UPDATE	32514
16269	SCHEDULED	32519
16269	SCHEDULED	32520
16269	DISPATCHED	65069
16269	DISPATCHED	65070
16269	DISPATCHED	65071
16269	DISPATCHED	65072
16269	FETCHED		65073
16269	FETCHED		65074
16269	FETCHED		65075
16269	FETCHED		65076
16270	EXECUTED	32517
16270	EXECUTED	32518
16270	STATE UPDATE	32506
16270	STATE UPDATE	32512
16270	SCHEDULED	32521
16270	SCHEDULED	32522
16270	DISPATCHED	65073
16270	DISPATCHED	65074
16270	DISPATCHED	65075
16270	DISPATCHED	65076
16270	FETCHED		65077
16270	FETCHED		65078
16270	FETCHED		65079
16270	FETCHED		65080
16271	EXECUTED	32513
16271	STATE UPDATE	32516
16271	STATE UPDATE	32517
16271	SCHEDULED	32523
16271	SCHEDULED	32524
16271	DISPATCHED	65077
16271	DISPATCHED	65078
16271	DISPATCHED	65079
16271	DISPATCHED	65080
16271	FETCHED		65081
16271	FETCHED		65082
16271	FETCHED		65083
16271	FETCHED		65084
16272	EXECUTED	32515
16272	EXECUTED	32507
16272	STATE UPDATE	32518
16272	STATE UPDATE	32513
16272	SCHEDULED	32525
16272	SCHEDULED	32526
16272	DISPATCHED	65081
16272	DISPATCHED	65082
16272	DISPATCHED	65083
16272	DISPATCHED	65084
16272	FETCHED		65085
16272	FETCHED		65086
16272	FETCHED		65087
16272	FETCHED		65088
16273	EXECUTED	32519
16273	EXECUTED	32523
16273	STATE UPDATE	32507
16273	STATE UPDATE	32515
16273	SCHEDULED	32527
16273	SCHEDULED	32528
16273	DISPATCHED	65085
16273	DISPATCHED	65086
16273	DISPATCHED	65087
16273	DISPATCHED	65088
16273	FETCHED		65089
16273	FETCHED		65090
16273	FETCHED		65091
16273	FETCHED		65092
16274	EXECUTED	32525
16274	EXECUTED	32526
16274	EXECUTED	32524
16274	STATE UPDATE	32519
16274	STATE UPDATE	32523
16274	SCHEDULED	32529
16274	SCHEDULED	32530
16274	DISPATCHED	65089
16274	DISPATCHED	65090
16274	DISPATCHED	65091
16274	DISPATCHED	65092
16274	FETCHED		65093
16274	FETCHED		65094
16274	FETCHED		65095
16274	FETCHED		65096
16275	EXECUTED	32520
16275	STATE UPDATE	32524
16275	STATE UPDATE	32525
16275	SCHEDULED	32531
16275	SCHEDULED	32532
16275	DISPATCHED	65093
16275	DISPATCHED	65094
16275	DISPATCHED	65095
16275	DISPATCHED	65096
16275	FETCHED		65097
16275	FETCHED		65098
16275	FETCHED		65099
16275	FETCHED		65100
16276	EXECUTED	32527
16276	EXECUTED	32529
16276	STATE UPDATE	32526
16276	STATE UPDATE	32520
16276	SCHEDULED	32533
16276	SCHEDULED	32534
16276	DISPATCHED	65097
16276	DISPATCHED	65098
16276	DISPATCHED	65099
16276	DISPATCHED	65100
16276	FETCHED		65101
16276	FETCHED		65102
16276	FETCHED		65103
16276	FETCHED		65104
16277	EXECUTED	32521
16277	EXECUTED	32532
16277	EXECUTED	32531
16277	STATE UPDATE	32527
16277	STATE UPDATE	32529
16277	SCHEDULED	32535
16277	SCHEDULED	32536
16277	DISPATCHED	65101
16277	DISPATCHED	65102
16277	DISPATCHED	65103
16277	DISPATCHED	65104
16277	FETCHED		65105
16277	FETCHED		65106
16277	FETCHED		65107
16277	FETCHED		65108
16278	EXECUTED	32533
16278	STATE UPDATE	32521
16278	STATE UPDATE	32531
16278	SCHEDULED	32537
16278	SCHEDULED	32538
16278	DISPATCHED	65105
16278	DISPATCHED	65106
16278	DISPATCHED	65107
16278	DISPATCHED	65108
16278	FETCHED		65109
16278	FETCHED		65110
16278	FETCHED		65111
16278	FETCHED		65112
16279	EXECUTED	32528
16279	EXECUTED	32522
16279	STATE UPDATE	32532
16279	STATE UPDATE	32533
16279	SCHEDULED	32539
16279	SCHEDULED	32540
16279	DISPATCHED	65109
16279	DISPATCHED	65110
16279	DISPATCHED	65111
16279	DISPATCHED	65112
16279	FETCHED		65113
16279	FETCHED		65114
16279	FETCHED		65115
16279	FETCHED		65116
16280	EXECUTED	32530
16280	EXECUTED	32534
16280	EXECUTED	32538
16280	STATE UPDATE	32522
16280	STATE UPDATE	32528
16280	SCHEDULED	32541
16280	SCHEDULED	32542
16280	DISPATCHED	65113
16280	DISPATCHED	65114
16280	DISPATCHED	65115
16280	DISPATCHED	65116
16280	FETCHED		65117
16280	FETCHED		65118
16280	FETCHED		65119
16280	FETCHED		65120
16281	EXECUTED	32539
16281	STATE UPDATE	32530
16281	STATE UPDATE	32534
16281	SCHEDULED	32543
16281	SCHEDULED	32544
16281	DISPATCHED	65117
16281	DISPATCHED	65118
16281	DISPATCHED	65119
16281	DISPATCHED	65120
16281	FETCHED		65121
16281	FETCHED		65122
16281	FETCHED		65123
16281	FETCHED		65124
16282	EXECUTED	32535
16282	EXECUTED	32540
16282	STATE UPDATE	32538
16282	STATE UPDATE	32539
16282	SCHEDULED	32545
16282	SCHEDULED	32546
16282	DISPATCHED	65121
16282	DISPATCHED	65122
16282	DISPATCHED	65123
16282	DISPATCHED	65124
16282	FETCHED		65125
16282	FETCHED		65126
16282	FETCHED		65127
16282	FETCHED		65128
16283	EXECUTED	32544
16283	STATE UPDATE	32535
16283	STATE UPDATE	32540
16283	SCHEDULED	32547
16283	SCHEDULED	32548
16283	DISPATCHED	65125
16283	DISPATCHED	65126
16283	DISPATCHED	65127
16283	DISPATCHED	65128
16283	FETCHED		65129
16283	FETCHED		65130
16283	FETCHED		65131
16283	FETCHED		65132
16284	EXECUTED	32536
16284	EXECUTED	32545
16284	EXECUTED	32546
16284	EXECUTED	32541
16284	STATE UPDATE	32544
16284	STATE UPDATE	32536
16284	SCHEDULED	32549
16284	SCHEDULED	32550
16284	DISPATCHED	65129
16284	DISPATCHED	65130
16284	DISPATCHED	65131
16284	DISPATCHED	65132
16284	FETCHED		65133
16284	FETCHED		65134
16284	FETCHED		65135
16284	FETCHED		65136
16285	EXECUTED	32548
16285	STATE UPDATE	32541
16285	STATE UPDATE	32545
16285	SCHEDULED	32551
16285	SCHEDULED	32552
16285	DISPATCHED	65133
16285	DISPATCHED	65134
16285	DISPATCHED	65135
16285	DISPATCHED	65136
16285	FETCHED		65137
16285	FETCHED		65138
16285	FETCHED		65139
16285	FETCHED		65140
16286	EXECUTED	32542
16286	EXECUTED	32549
16286	EXECUTED	32537
16286	STATE UPDATE	32546
16286	STATE UPDATE	32548
16286	SCHEDULED	32553
16286	SCHEDULED	32554
16286	DISPATCHED	65137
16286	DISPATCHED	65138
16286	DISPATCHED	65139
16286	DISPATCHED	65140
16286	FETCHED		65141
16286	FETCHED		65142
16286	FETCHED		65143
16286	FETCHED		65144
16287	EXECUTED	32551
16287	EXECUTED	32550
16287	EXECUTED	32552
16287	STATE UPDATE	32537
16287	STATE UPDATE	32542
16287	SCHEDULED	32555
16287	SCHEDULED	32556
16287	DISPATCHED	65141
16287	DISPATCHED	65142
16287	DISPATCHED	65143
16287	DISPATCHED	65144
16287	FETCHED		65145
16287	FETCHED		65146
16287	FETCHED		65147
16287	FETCHED		65148
16288	EXECUTED	32553
16288	EXECUTED	32543
16288	STATE UPDATE	32549
16288	STATE UPDATE	32550
16288	SCHEDULED	32557
16288	SCHEDULED	32558
16288	DISPATCHED	65145
16288	DISPATCHED	65146
16288	DISPATCHED	65147
16288	DISPATCHED	65148
16288	FETCHED		65149
16288	FETCHED		65150
16288	FETCHED		65151
16288	FETCHED		65152
16289	EXECUTED	32555
16289	STATE UPDATE	32551
16289	STATE UPDATE	32552
16289	SCHEDULED	32559
16289	SCHEDULED	32560
16289	DISPATCHED	65149
16289	DISPATCHED	65150
16289	DISPATCHED	65151
16289	DISPATCHED	65152
16289	FETCHED		65153
16289	FETCHED		65154
16289	FETCHED		65155
16289	FETCHED		65156
16290	EXECUTED	32556
16290	STATE UPDATE	32543
16290	STATE UPDATE	32553
16290	SCHEDULED	32561
16290	SCHEDULED	32562
16290	DISPATCHED	65153
16290	DISPATCHED	65154
16290	DISPATCHED	65155
16290	DISPATCHED	65156
16290	FETCHED		65157
16290	FETCHED		65158
16290	FETCHED		65159
16290	FETCHED		65160
16291	EXECUTED	32547
16291	STATE UPDATE	32555
16291	STATE UPDATE	32556
16291	SCHEDULED	32563
16291	SCHEDULED	32564
16291	DISPATCHED	65157
16291	DISPATCHED	65158
16291	DISPATCHED	65159
16291	DISPATCHED	65160
16291	FETCHED		65161
16291	FETCHED		65162
16291	FETCHED		65163
16291	FETCHED		65164
16292	EXECUTED	32557
16292	EXECUTED	32562
16292	EXECUTED	32561
16292	STATE UPDATE	32547
16292	STATE UPDATE	32557
16292	SCHEDULED	32565
16292	SCHEDULED	32566
16292	DISPATCHED	65161
16292	DISPATCHED	65162
16292	DISPATCHED	65163
16292	DISPATCHED	65164
16292	FETCHED		65165
16292	FETCHED		65166
16292	FETCHED		65167
16292	FETCHED		65168
16293	EXECUTED	32558
16293	EXECUTED	32563
16293	EXECUTED	32554
16293	STATE UPDATE	32561
16293	STATE UPDATE	32562
16293	SCHEDULED	32567
16293	SCHEDULED	32568
16293	DISPATCHED	65165
16293	DISPATCHED	65166
16293	DISPATCHED	65167
16293	DISPATCHED	65168
16293	FETCHED		65169
16293	FETCHED		65170
16293	FETCHED		65171
16293	FETCHED		65172
16294	STATE UPDATE	32554
16294	STATE UPDATE	32558
16294	SCHEDULED	32569
16294	SCHEDULED	32570
16294	DISPATCHED	65169
16294	DISPATCHED	65170
16294	DISPATCHED	65171
16294	DISPATCHED	65172
16294	FETCHED		65173
16294	FETCHED		65174
16294	FETCHED		65175
16294	FETCHED		65176
16295	EXECUTED	32559
16295	EXECUTED	32567
16295	STATE UPDATE	32563
16295	STATE UPDATE	32559
16295	SCHEDULED	32571
16295	SCHEDULED	32572
16295	DISPATCHED	65173
16295	DISPATCHED	65174
16295	DISPATCHED	65175
16295	DISPATCHED	65176
16295	FETCHED		65177
16295	FETCHED		65178
16295	FETCHED		65179
16295	FETCHED		65180
16296	EXECUTED	32568
16296	EXECUTED	32569
16296	EXECUTED	32560
16296	STATE UPDATE	32567
16296	STATE UPDATE	32560
16296	SCHEDULED	32573
16296	SCHEDULED	32574
16296	DISPATCHED	65177
16296	DISPATCHED	65178
16296	DISPATCHED	65179
16296	DISPATCHED	65180
16296	FETCHED		65181
16296	FETCHED		65182
16296	FETCHED		65183
16296	FETCHED		65184
16297	EXECUTED	32571
16297	EXECUTED	32572
16297	EXECUTED	32564
16297	STATE UPDATE	32568
16297	STATE UPDATE	32569
16297	SCHEDULED	32575
16297	SCHEDULED	32576
16297	DISPATCHED	65181
16297	DISPATCHED	65182
16297	DISPATCHED	65183
16297	DISPATCHED	65184
16297	FETCHED		65185
16297	FETCHED		65186
16297	FETCHED		65187
16297	FETCHED		65188
16298	EXECUTED	32574
16298	STATE UPDATE	32564
16298	STATE UPDATE	32571
16298	SCHEDULED	32577
16298	SCHEDULED	32578
16298	DISPATCHED	65185
16298	DISPATCHED	65186
16298	DISPATCHED	65187
16298	DISPATCHED	65188
16298	FETCHED		65189
16298	FETCHED		65190
16298	FETCHED		65191
16298	FETCHED		65192
16299	EXECUTED	32565
16299	EXECUTED	32573
16299	EXECUTED	32575
16299	EXECUTED	32570
16299	STATE UPDATE	32572
16299	STATE UPDATE	32574
16299	SCHEDULED	32579
16299	SCHEDULED	32580
16299	DISPATCHED	65189
16299	DISPATCHED	65190
16299	DISPATCHED	65191
16299	DISPATCHED	65192
16299	FETCHED		65193
16299	FETCHED		65194
16299	FETCHED		65195
16299	FETCHED		65196
16300	EXECUTED	32576
16300	EXECUTED	32578
16300	STATE UPDATE	32565
16300	STATE UPDATE	32570
16300	SCHEDULED	32581
16300	SCHEDULED	32582
16300	DISPATCHED	65193
16300	DISPATCHED	65194
16300	DISPATCHED	65195
16300	DISPATCHED	65196
16300	FETCHED		65197
16300	FETCHED		65198
16300	FETCHED		65199
16300	FETCHED		65200
16301	EXECUTED	32579
16301	EXECUTED	32566
16301	STATE UPDATE	32573
16301	STATE UPDATE	32575
16301	SCHEDULED	32583
16301	SCHEDULED	32584
16301	DISPATCHED	65197
16301	DISPATCHED	65198
16301	DISPATCHED	65199
16301	DISPATCHED	65200
16301	FETCHED		65201
16301	FETCHED		65202
16301	FETCHED		65203
16301	FETCHED		65204
16302	STATE UPDATE	32576
16302	STATE UPDATE	32578
16302	SCHEDULED	32585
16302	SCHEDULED	32586
16302	DISPATCHED	65201
16302	DISPATCHED	65202
16302	DISPATCHED	65203
16302	DISPATCHED	65204
16302	FETCHED		65205
16302	FETCHED		65206
16302	FETCHED		65207
16302	FETCHED		65208
16303	EXECUTED	32584
16303	STATE UPDATE	32566
16303	STATE UPDATE	32579
16303	SCHEDULED	32587
16303	SCHEDULED	32588
16303	DISPATCHED	65205
16303	DISPATCHED	65206
16303	DISPATCHED	65207
16303	DISPATCHED	65208
16303	FETCHED		65209
16303	FETCHED		65210
16303	FETCHED		65211
16303	FETCHED		65212
16304	EXECUTED	32580
16304	EXECUTED	32585
16304	EXECUTED	32586
16304	EXECUTED	32577
16304	STATE UPDATE	32584
16304	STATE UPDATE	32577
16304	SCHEDULED	32589
16304	SCHEDULED	32590
16304	DISPATCHED	65209
16304	DISPATCHED	65210
16304	DISPATCHED	65211
16304	DISPATCHED	65212
16304	FETCHED		65213
16304	FETCHED		65214
16304	FETCHED		65215
16304	FETCHED		65216
16305	STATE UPDATE	32580
16305	STATE UPDATE	32585
16305	SCHEDULED	32591
16305	SCHEDULED	32592
16305	DISPATCHED	65213
16305	DISPATCHED	65214
16305	DISPATCHED	65215
16305	DISPATCHED	65216
16305	FETCHED		65217
16305	FETCHED		65218
16305	FETCHED		65219
16305	FETCHED		65220
16306	EXECUTED	32581
16306	EXECUTED	32590
16306	STATE UPDATE	32586
16306	STATE UPDATE	32581
16306	SCHEDULED	32593
16306	SCHEDULED	32594
16306	DISPATCHED	65217
16306	DISPATCHED	65218
16306	DISPATCHED	65219
16306	DISPATCHED	65220
16306	FETCHED		65221
16306	FETCHED		65222
16306	FETCHED		65223
16306	FETCHED		65224
16307	EXECUTED	32582
16307	EXECUTED	32591
16307	EXECUTED	32592
16307	EXECUTED	32587
16307	STATE UPDATE	32590
16307	STATE UPDATE	32582
16307	SCHEDULED	32595
16307	SCHEDULED	32596
16307	DISPATCHED	65221
16307	DISPATCHED	65222
16307	DISPATCHED	65223
16307	DISPATCHED	65224
16307	FETCHED		65225
16307	FETCHED		65226
16307	FETCHED		65227
16307	FETCHED		65228
16308	EXECUTED	32594
16308	STATE UPDATE	32587
16308	STATE UPDATE	32591
16308	SCHEDULED	32597
16308	SCHEDULED	32598
16308	DISPATCHED	65225
16308	DISPATCHED	65226
16308	DISPATCHED	65227
16308	DISPATCHED	65228
16308	FETCHED		65229
16308	FETCHED		65230
16308	FETCHED		65231
16308	FETCHED		65232
16309	EXECUTED	32588
16309	EXECUTED	32595
16309	EXECUTED	32583
16309	STATE UPDATE	32592
16309	STATE UPDATE	32594
16309	SCHEDULED	32599
16309	SCHEDULED	32600
16309	DISPATCHED	65229
16309	DISPATCHED	65230
16309	DISPATCHED	65231
16309	DISPATCHED	65232
16309	FETCHED		65233
16309	FETCHED		65234
16309	FETCHED		65235
16309	FETCHED		65236
16310	EXECUTED	32597
16310	EXECUTED	32596
16310	EXECUTED	32598
16310	STATE UPDATE	32583
16310	STATE UPDATE	32588
16310	SCHEDULED	32601
16310	SCHEDULED	32602
16310	DISPATCHED	65233
16310	DISPATCHED	65234
16310	DISPATCHED	65235
16310	DISPATCHED	65236
16310	FETCHED		65237
16310	FETCHED		65238
16310	FETCHED		65239
16310	FETCHED		65240
16311	EXECUTED	32599
16311	EXECUTED	32589
16311	STATE UPDATE	32595
16311	STATE UPDATE	32596
16311	SCHEDULED	32603
16311	SCHEDULED	32604
16311	DISPATCHED	65237
16311	DISPATCHED	65238
16311	DISPATCHED	65239
16311	DISPATCHED	65240
16311	FETCHED		65241
16311	FETCHED		65242
16311	FETCHED		65243
16311	FETCHED		65244
16312	EXECUTED	32601
16312	STATE UPDATE	32597
16312	STATE UPDATE	32598
16312	SCHEDULED	32605
16312	SCHEDULED	32606
16312	DISPATCHED	65241
16312	DISPATCHED	65242
16312	DISPATCHED	65243
16312	DISPATCHED	65244
16312	FETCHED		65245
16312	FETCHED		65246
16312	FETCHED		65247
16312	FETCHED		65248
16313	EXECUTED	32602
16313	STATE UPDATE	32589
16313	STATE UPDATE	32599
16313	SCHEDULED	32607
16313	SCHEDULED	32608
16313	DISPATCHED	65245
16313	DISPATCHED	65246
16313	DISPATCHED	65247
16313	DISPATCHED	65248
16313	FETCHED		65249
16313	FETCHED		65250
16313	FETCHED		65251
16313	FETCHED		65252
16314	EXECUTED	32593
16314	STATE UPDATE	32601
16314	STATE UPDATE	32602
16314	SCHEDULED	32609
16314	SCHEDULED	32610
16314	DISPATCHED	65249
16314	DISPATCHED	65250
16314	DISPATCHED	65251
16314	DISPATCHED	65252
16314	FETCHED		65253
16314	FETCHED		65254
16314	FETCHED		65255
16314	FETCHED		65256
16315	EXECUTED	32603
16315	EXECUTED	32608
16315	EXECUTED	32607
16315	STATE UPDATE	32593
16315	STATE UPDATE	32603
16315	SCHEDULED	32611
16315	SCHEDULED	32612
16315	DISPATCHED	65253
16315	DISPATCHED	65254
16315	DISPATCHED	65255
16315	DISPATCHED	65256
16315	FETCHED		65257
16315	FETCHED		65258
16315	FETCHED		65259
16315	FETCHED		65260
16316	EXECUTED	32604
16316	EXECUTED	32609
16316	EXECUTED	32600
16316	STATE UPDATE	32607
16316	STATE UPDATE	32608
16316	SCHEDULED	32613
16316	SCHEDULED	32614
16316	DISPATCHED	65257
16316	DISPATCHED	65258
16316	DISPATCHED	65259
16316	DISPATCHED	65260
16316	FETCHED		65261
16316	FETCHED		65262
16316	FETCHED		65263
16316	FETCHED		65264
16317	STATE UPDATE	32600
16317	STATE UPDATE	32604
16317	SCHEDULED	32615
16317	SCHEDULED	32616
16317	DISPATCHED	65261
16317	DISPATCHED	65262
16317	DISPATCHED	65263
16317	DISPATCHED	65264
16317	FETCHED		65265
16317	FETCHED		65266
16317	FETCHED		65267
16317	FETCHED		65268
16318	EXECUTED	32605
16318	EXECUTED	32613
16318	STATE UPDATE	32609
16318	STATE UPDATE	32605
16318	SCHEDULED	32617
16318	SCHEDULED	32618
16318	DISPATCHED	65265
16318	DISPATCHED	65266
16318	DISPATCHED	65267
16318	DISPATCHED	65268
16318	FETCHED		65269
16318	FETCHED		65270
16318	FETCHED		65271
16318	FETCHED		65272
16319	EXECUTED	32614
16319	EXECUTED	32615
16319	EXECUTED	32606
16319	STATE UPDATE	32613
16319	STATE UPDATE	32606
16319	SCHEDULED	32619
16319	SCHEDULED	32620
