CYCLE	OPERATION	INSTRUCTION
20285	FETCHED	81137
20285	FETCHED	81138
20285	FETCHED	81139
20285	FETCHED	81140
20286	STATE UPDATE	35938
20286	EXECUTED	35941
20286	EXECUTED	35946
20286	EXECUTED	35940
20286	SCHEDULED	35942
20286	SCHEDULED	35948
20286	SCHEDULED	35949
20286	DISPATCHED	35950
20286	FETCHED	81141
20286	FETCHED	81142
20286	FETCHED	81143
20286	FETCHED	81144
20287	STATE UPDATE	35940
20287	STATE UPDATE	35941
20287	EXECUTED	35948
20287	EXECUTED	35949
20287	EXECUTED	35942
20287	SCHEDULED	35943
20287	SCHEDULED	35950
20287	DISPATCHED	35951
20287	FETCHED	81145
20287	FETCHED	81146
20287	FETCHED	81147
20287	FETCHED	81148
20288	STATE UPDATE	35942
20288	STATE UPDATE	35946
20288	EXECUTED	35950
20288	EXECUTED	35943
20288	SCHEDULED	35951
20288	DISPATCHED	35952
20288	DISPATCHED	35953
20288	FETCHED	81149
20288	FETCHED	81150
20288	FETCHED	81151
20288	FETCHED	81152
20289	STATE UPDATE	35948
20289	STATE UPDATE	35949
20289	EXECUTED	35951
20289	SCHEDULED	35944
20289	SCHEDULED	35952
20289	SCHEDULED	35953
20289	DISPATCHED	35954
20289	DISPATCHED	35955
20289	FETCHED	81153
20289	FETCHED	81154
20289	FETCHED	81155
20289	FETCHED	81156
20290	STATE UPDATE	35943
20290	STATE UPDATE	35950
20290	EXECUTED	35953
20290	EXECUTED	35952
20290	EXECUTED	35944
20290	SCHEDULED	35945
20290	SCHEDULED	35955
20290	DISPATCHED	35956
20290	DISPATCHED	35957
20290	FETCHED	81157
20290	FETCHED	81158
20290	FETCHED	81159
20290	FETCHED	81160
20291	STATE UPDATE	35944
20291	STATE UPDATE	35951
20291	EXECUTED	35945
20291	EXECUTED	35955
20291	SCHEDULED	35947
20291	SCHEDULED	35954
20291	SCHEDULED	35956
20291	SCHEDULED	35957
20291	DISPATCHED	35958
20291	DISPATCHED	35959
20291	FETCHED	81161
20291	FETCHED	81162
20291	FETCHED	81163
20291	FETCHED	81164
20292	STATE UPDATE	35952
20292	STATE UPDATE	35953
20292	EXECUTED	35947
20292	EXECUTED	35956
20292	EXECUTED	35954
20292	EXECUTED	35957
20292	SCHEDULED	35958
20292	SCHEDULED	35959
20292	DISPATCHED	35960
20292	DISPATCHED	35961
20292	FETCHED	81165
20292	FETCHED	81166
20292	FETCHED	81167
20292	FETCHED	81168
20293	STATE UPDATE	35945
20293	STATE UPDATE	35955
20293	EXECUTED	35958
20293	EXECUTED	35959
20293	SCHEDULED	35961
20293	DISPATCHED	35962
20293	DISPATCHED	35963
20293	FETCHED	81169
20293	FETCHED	81170
20293	FETCHED	81171
20293	FETCHED	81172
20294	STATE UPDATE	35947
20294	STATE UPDATE	35954
20294	EXECUTED	35961
20294	SCHEDULED	35960
20294	DISPATCHED	35964
20294	DISPATCHED	35965
20294	FETCHED	81173
20294	FETCHED	81174
20294	FETCHED	81175
20294	FETCHED	81176
20295	STATE UPDATE	35956
20295	STATE UPDATE	35957
20295	EXECUTED	35960
20295	SCHEDULED	35964
20295	DISPATCHED	35966
20295	DISPATCHED	35967
20295	FETCHED	81177
20295	FETCHED	81178
20295	FETCHED	81179
20295	FETCHED	81180
20296	STATE UPDATE	35958
20296	STATE UPDATE	35959
20296	EXECUTED	35964
20296	SCHEDULED	35962
20296	SCHEDULED	35966
20296	SCHEDULED	35967
20296	DISPATCHED	35968
20296	DISPATCHED	35969
20296	FETCHED	81181
20296	FETCHED	81182
20296	FETCHED	81183
20296	FETCHED	81184
20297	STATE UPDATE	35960
20297	STATE UPDATE	35961
20297	EXECUTED	35966
20297	EXECUTED	35967
20297	EXECUTED	35962
20297	SCHEDULED	35965
20297	SCHEDULED	35968
20297	DISPATCHED	35970
20297	DISPATCHED	35971
20297	FETCHED	81185
20297	FETCHED	81186
20297	FETCHED	81187
20297	FETCHED	81188
20298	STATE UPDATE	35962
20298	STATE UPDATE	35964
20298	EXECUTED	35968
20298	EXECUTED	35965
20298	SCHEDULED	35963
20298	SCHEDULED	35970
20298	DISPATCHED	35972
20298	DISPATCHED	35973
20298	FETCHED	81189
20298	FETCHED	81190
20298	FETCHED	81191
20298	FETCHED	81192
20299	STATE UPDATE	35966
20299	STATE UPDATE	35967
20299	EXECUTED	35963
20299	EXECUTED	35970
20299	SCHEDULED	35969
20299	DISPATCHED	35974
20299	DISPATCHED	35975
20299	FETCHED	81193
20299	FETCHED	81194
20299	FETCHED	81195
20299	FETCHED	81196
20300	STATE UPDATE	35965
20300	STATE UPDATE	35968
20300	EXECUTED	35969
20300	SCHEDULED	35975
20300	DISPATCHED	35976
20300	DISPATCHED	35977
20300	FETCHED	81197
20300	FETCHED	81198
20300	FETCHED	81199
20300	FETCHED	81200
20301	STATE UPDATE	35963
20301	STATE UPDATE	35970
20301	EXECUTED	35975
20301	SCHEDULED	35971
20301	SCHEDULED	35977
20301	DISPATCHED	35978
20301	DISPATCHED	35979
20301	FETCHED	81201
20301	FETCHED	81202
20301	FETCHED	81203
20301	FETCHED	81204
20302	STATE UPDATE	35969
20302	STATE UPDATE	35975
20302	EXECUTED	35977
20302	EXECUTED	35971
20302	SCHEDULED	35972
20302	DISPATCHED	35980
20302	DISPATCHED	35981
20302	FETCHED	81205
20302	FETCHED	81206
20302	FETCHED	81207
20302	FETCHED	81208
20303	STATE UPDATE	35971
20303	STATE UPDATE	35977
20303	EXECUTED	35972
20303	SCHEDULED	35973
20303	SCHEDULED	35974
20303	SCHEDULED	35980
20303	SCHEDULED	35981
20303	DISPATCHED	35982
20303	DISPATCHED	35983
20303	FETCHED	81209
20303	FETCHED	81210
20303	FETCHED	81211
20303	FETCHED	81212
20304	STATE UPDATE	35972
20304	EXECUTED	35973
20304	EXECUTED	35980
20304	EXECUTED	35981
20304	EXECUTED	35974
20304	SCHEDULED	35978
20304	SCHEDULED	35982
20304	DISPATCHED	35984
20304	DISPATCHED	35985
20304	FETCHED	81213
20304	FETCHED	81214
20304	FETCHED	81215
20304	FETCHED	81216
20305	STATE UPDATE	35973
20305	STATE UPDATE	35974
20305	EXECUTED	35982
20305	EXECUTED	35978
20305	SCHEDULED	35976
20305	DISPATCHED	35986
20305	FETCHED	81217
20305	FETCHED	81218
20305	FETCHED	81219
20305	FETCHED	81220
20306	STATE UPDATE	35980
20306	STATE UPDATE	35981
20306	EXECUTED	35976
20306	SCHEDULED	35979
20306	DISPATCHED	35987
20306	DISPATCHED	35988
20306	FETCHED	81221
20306	FETCHED	81222
20306	FETCHED	81223
20306	FETCHED	81224
20307	STATE UPDATE	35978
20307	STATE UPDATE	35982
20307	EXECUTED	35979
20307	SCHEDULED	35983
20307	SCHEDULED	35985
20307	SCHEDULED	35987
20307	DISPATCHED	35989
20307	DISPATCHED	35990
20307	FETCHED	81225
20307	FETCHED	81226
20307	FETCHED	81227
20307	FETCHED	81228
20308	STATE UPDATE	35976
20308	STATE UPDATE	35979
20308	EXECUTED	35983
20308	EXECUTED	35987
20308	EXECUTED	35985
20308	SCHEDULED	35988
20308	SCHEDULED	35990
20308	DISPATCHED	35991
20308	DISPATCHED	35992
20308	FETCHED	81229
20308	FETCHED	81230
20308	FETCHED	81231
20308	FETCHED	81232
20309	STATE UPDATE	35983
20309	STATE UPDATE	35985
20309	EXECUTED	35990
20309	EXECUTED	35988
20309	SCHEDULED	35984
20309	DISPATCHED	35993
20309	DISPATCHED	35994
20309	FETCHED	81233
20309	FETCHED	81234
20309	FETCHED	81235
20309	FETCHED	81236
20310	STATE UPDATE	35987
20310	STATE UPDATE	35988
20310	EXECUTED	35984
20310	SCHEDULED	35989
20310	SCHEDULED	35994
20310	DISPATCHED	35995
20310	DISPATCHED	35996
20310	FETCHED	81237
20310	FETCHED	81238
20310	FETCHED	81239
20310	FETCHED	81240
20311	STATE UPDATE	35984
20311	STATE UPDATE	35990
20311	EXECUTED	35994
20311	EXECUTED	35989
20311	SCHEDULED	35986
20311	SCHEDULED	35996
20311	DISPATCHED	35997
20311	DISPATCHED	35998
20311	FETCHED	81241
20311	FETCHED	81242
20311	FETCHED	81243
20311	FETCHED	81244
20312	STATE UPDATE	35989
20312	STATE UPDATE	35994
20312	EXECUTED	35996
20312	EXECUTED	35986
20312	SCHEDULED	35991
20312	SCHEDULED	35995
20312	DISPATCHED	35999
20312	DISPATCHED	36000
20312	FETCHED	81245
20312	FETCHED	81246
20312	FETCHED	81247
20312	FETCHED	81248
20313	STATE UPDATE	35986
20313	STATE UPDATE	35996
20313	EXECUTED	35995
20313	EXECUTED	35991
20313	SCHEDULED	35992
20313	DISPATCHED	36001
20313	DISPATCHED	36002
20313	FETCHED	81249
20313	FETCHED	81250
20313	FETCHED	81251
20313	FETCHED	81252
20314	STATE UPDATE	35991
20314	STATE UPDATE	35995
20314	EXECUTED	35992
20314	SCHEDULED	35993
20314	SCHEDULED	35999
20314	SCHEDULED	36001
20314	SCHEDULED	36002
20314	DISPATCHED	36003
20314	DISPATCHED	36004
20314	FETCHED	81253
20314	FETCHED	81254
20314	FETCHED	81255
20314	FETCHED	81256
20315	STATE UPDATE	35992
20315	EXECUTED	36001
20315	EXECUTED	36002
20315	EXECUTED	35993
20315	EXECUTED	35999
20315	SCHEDULED	35997
20315	SCHEDULED	35998
20315	SCHEDULED	36003
20315	DISPATCHED	36005
20315	DISPATCHED	36006
20315	FETCHED	81257
20315	FETCHED	81258
20315	FETCHED	81259
20315	FETCHED	81260
20316	STATE UPDATE	35993
20316	STATE UPDATE	35999
20316	EXECUTED	36003
20316	EXECUTED	35997
20316	EXECUTED	35998
20316	SCHEDULED	36004
20316	DISPATCHED	36007
20316	FETCHED	81261
20316	FETCHED	81262
20316	FETCHED	81263
20316	FETCHED	81264
20317	STATE UPDATE	36001
20317	STATE UPDATE	36002
20317	EXECUTED	36004
20317	SCHEDULED	36005
20317	DISPATCHED	36008
20317	DISPATCHED	36009
20317	FETCHED	81265
20317	FETCHED	81266
20317	FETCHED	81267
20317	FETCHED	81268
20318	STATE UPDATE	35997
20318	STATE UPDATE	35998
20318	EXECUTED	36005
20318	SCHEDULED	36000
20318	SCHEDULED	36008
20318	SCHEDULED	36009
20318	DISPATCHED	36010
20318	DISPATCHED	36011
20318	FETCHED	81269
20318	FETCHED	81270
20318	FETCHED	81271
20318	FETCHED	81272
20319	STATE UPDATE	36003
20319	STATE UPDATE	36004
20319	EXECUTED	36008
20319	EXECUTED	36009
20319	EXECUTED	36000
20319	SCHEDULED	36006
20319	SCHEDULED	36010
20319	DISPATCHED	36012
20319	DISPATCHED	36013
20319	FETCHED	81273
20319	FETCHED	81274
20319	FETCHED	81275
20319	FETCHED	81276
20320	STATE UPDATE	36000
20320	STATE UPDATE	36005
20320	EXECUTED	36010
20320	EXECUTED	36006
20320	SCHEDULED	36007
20320	DISPATCHED	36014
20320	DISPATCHED	36015
20320	FETCHED	81277
20320	FETCHED	81278
20320	FETCHED	81279
20320	FETCHED	81280
20321	STATE UPDATE	36008
20321	STATE UPDATE	36009
20321	EXECUTED	36007
20321	SCHEDULED	36013
20321	SCHEDULED	36015
20321	DISPATCHED	36016
20321	DISPATCHED	36017
20321	FETCHED	81281
20321	FETCHED	81282
20321	FETCHED	81283
20321	FETCHED	81284
20322	STATE UPDATE	36006
20322	STATE UPDATE	36010
20322	EXECUTED	36015
20322	EXECUTED	36013
20322	SCHEDULED	36011
20322	SCHEDULED	36012
20322	SCHEDULED	36016
20322	SCHEDULED	36017
20322	DISPATCHED	36018
20322	DISPATCHED	36019
20322	FETCHED	81285
20322	FETCHED	81286
20322	FETCHED	81287
20322	FETCHED	81288
20323	STATE UPDATE	36007
20323	STATE UPDATE	36013
20323	EXECUTED	36016
20323	EXECUTED	36017
20323	EXECUTED	36011
20323	EXECUTED	36012
20323	SCHEDULED	36018
20323	DISPATCHED	36020
20323	DISPATCHED	36021
20323	FETCHED	81289
20323	FETCHED	81290
20323	FETCHED	81291
20323	FETCHED	81292
20324	STATE UPDATE	36011
20324	STATE UPDATE	36015
20324	EXECUTED	36018
20324	SCHEDULED	36019
20324	DISPATCHED	36022
20324	DISPATCHED	36023
20324	FETCHED	81293
20324	FETCHED	81294
20324	FETCHED	81295
20324	FETCHED	81296
20325	STATE UPDATE	36012
20325	STATE UPDATE	36016
20325	EXECUTED	36019
20325	SCHEDULED	36014
20325	SCHEDULED	36022
20325	SCHEDULED	36023
20325	DISPATCHED	36024
20325	DISPATCHED	36025
20325	FETCHED	81297
20325	FETCHED	81298
20325	FETCHED	81299
20325	FETCHED	81300
20326	STATE UPDATE	36017
20326	STATE UPDATE	36018
20326	EXECUTED	36022
20326	EXECUTED	36023
20326	EXECUTED	36014
20326	SCHEDULED	36020
20326	SCHEDULED	36024
20326	DISPATCHED	36026
20326	DISPATCHED	36027
20326	FETCHED	81301
20326	FETCHED	81302
20326	FETCHED	81303
20326	FETCHED	81304
20327	STATE UPDATE	36014
20327	STATE UPDATE	36019
20327	EXECUTED	36024
20327	EXECUTED	36020
20327	SCHEDULED	36021
20327	DISPATCHED	36028
20327	DISPATCHED	36029
20327	FETCHED	81305
20327	FETCHED	81306
20327	FETCHED	81307
20327	FETCHED	81308
20328	STATE UPDATE	36022
20328	STATE UPDATE	36023
20328	EXECUTED	36021
20328	SCHEDULED	36027
20328	SCHEDULED	36029
20328	DISPATCHED	36030
20328	DISPATCHED	36031
20328	FETCHED	81309
20328	FETCHED	81310
20328	FETCHED	81311
20328	FETCHED	81312
20329	STATE UPDATE	36020
20329	STATE UPDATE	36024
20329	EXECUTED	36029
20329	EXECUTED	36027
20329	SCHEDULED	36025
20329	SCHEDULED	36026
20329	SCHEDULED	36030
20329	SCHEDULED	36031
20329	DISPATCHED	36032
20329	DISPATCHED	36033
20329	FETCHED	81313
20329	FETCHED	81314
20329	FETCHED	81315
20329	FETCHED	81316
20330	STATE UPDATE	36021
20330	STATE UPDATE	36027
20330	EXECUTED	36030
20330	EXECUTED	36031
20330	EXECUTED	36025
20330	EXECUTED	36026
20330	SCHEDULED	36032
20330	DISPATCHED	36034
20330	DISPATCHED	36035
20330	FETCHED	81317
20330	FETCHED	81318
20330	FETCHED	81319
20330	FETCHED	81320
20331	STATE UPDATE	36025
20331	STATE UPDATE	36029
20331	EXECUTED	36032
20331	SCHEDULED	36033
20331	DISPATCHED	36036
20331	DISPATCHED	36037
20331	FETCHED	81321
20331	FETCHED	81322
20331	FETCHED	81323
20331	FETCHED	81324
20332	STATE UPDATE	36026
20332	STATE UPDATE	36030
20332	EXECUTED	36033
20332	SCHEDULED	36028
20332	SCHEDULED	36036
20332	SCHEDULED	36037
20332	DISPATCHED	36038
20332	DISPATCHED	36039
20332	FETCHED	81325
20332	FETCHED	81326
20332	FETCHED	81327
20332	FETCHED	81328
20333	STATE UPDATE	36031
20333	STATE UPDATE	36032
20333	EXECUTED	36036
20333	EXECUTED	36037
20333	EXECUTED	36028
20333	SCHEDULED	36034
20333	SCHEDULED	36038
20333	DISPATCHED	36040
20333	DISPATCHED	36041
20333	FETCHED	81329
20333	FETCHED	81330
20333	FETCHED	81331
20333	FETCHED	81332
20334	STATE UPDATE	36028
20334	STATE UPDATE	36033
20334	EXECUTED	36038
20334	EXECUTED	36034
20334	SCHEDULED	36035
20334	DISPATCHED	36042
20334	DISPATCHED	36043
20334	FETCHED	81333
20334	FETCHED	81334
20334	FETCHED	81335
20334	FETCHED	81336
20335	STATE UPDATE	36036
20335	STATE UPDATE	36037
20335	EXECUTED	36035
20335	SCHEDULED	36041
20335	SCHEDULED	36043
20335	DISPATCHED	36044
20335	DISPATCHED	36045
20335	FETCHED	81337
20335	FETCHED	81338
20335	FETCHED	81339
20335	FETCHED	81340
20336	STATE UPDATE	36034
20336	STATE UPDATE	36038
20336	EXECUTED	36043
20336	EXECUTED	36041
20336	SCHEDULED	36039
20336	SCHEDULED	36040
20336	SCHEDULED	36044
20336	SCHEDULED	36045
20336	DISPATCHED	36046
20336	DISPATCHED	36047
20336	FETCHED	81341
20336	FETCHED	81342
20336	FETCHED	81343
20336	FETCHED	81344
20337	STATE UPDATE	36035
20337	STATE UPDATE	36041
20337	EXECUTED	36044
20337	EXECUTED	36045
20337	EXECUTED	36039
20337	EXECUTED	36040
20337	SCHEDULED	36046
20337	DISPATCHED	36048
20337	DISPATCHED	36049
20337	FETCHED	81345
20337	FETCHED	81346
20337	FETCHED	81347
20337	FETCHED	81348
20338	STATE UPDATE	36039
20338	STATE UPDATE	36043
20338	EXECUTED	36046
20338	SCHEDULED	36047
20338	DISPATCHED	36050
20338	DISPATCHED	36051
20338	FETCHED	81349
20338	FETCHED	81350
20338	FETCHED	81351
20338	FETCHED	81352
20339	STATE UPDATE	36040
20339	STATE UPDATE	36044
20339	EXECUTED	36047
20339	SCHEDULED	36042
20339	SCHEDULED	36050
20339	SCHEDULED	36051
20339	DISPATCHED	36052
20339	DISPATCHED	36053
20339	FETCHED	81353
20339	FETCHED	81354
20339	FETCHED	81355
20339	FETCHED	81356
20340	STATE UPDATE	36045
20340	STATE UPDATE	36046
20340	EXECUTED	36050
20340	EXECUTED	36051
20340	EXECUTED	36042
20340	SCHEDULED	36048
20340	SCHEDULED	36052
20340	DISPATCHED	36054
20340	DISPATCHED	36055
20340	FETCHED	81357
20340	FETCHED	81358
20340	FETCHED	81359
20340	FETCHED	81360
20341	STATE UPDATE	36042
20341	STATE UPDATE	36047
20341	EXECUTED	36052
20341	EXECUTED	36048
20341	SCHEDULED	36049
20341	DISPATCHED	36056
20341	DISPATCHED	36057
20341	FETCHED	81361
20341	FETCHED	81362
20341	FETCHED	81363
20341	FETCHED	81364
20342	STATE UPDATE	36050
20342	STATE UPDATE	36051
20342	EXECUTED	36049
20342	SCHEDULED	36055
20342	SCHEDULED	36057
20342	DISPATCHED	36058
20342	DISPATCHED	36059
20342	FETCHED	81365
20342	FETCHED	81366
20342	FETCHED	81367
20342	FETCHED	81368
20343	STATE UPDATE	36048
20343	STATE UPDATE	36052
20343	EXECUTED	36057
20343	EXECUTED	36055
20343	SCHEDULED	36053
20343	SCHEDULED	36054
20343	SCHEDULED	36058
20343	SCHEDULED	36059
20343	DISPATCHED	36060
20343	DISPATCHED	36061
20343	FETCHED	81369
20343	FETCHED	81370
20343	FETCHED	81371
20343	FETCHED	81372
20344	STATE UPDATE	36049
20344	STATE UPDATE	36055
20344	EXECUTED	36058
20344	EXECUTED	36059
20344	EXECUTED	36053
20344	EXECUTED	36054
20344	SCHEDULED	36060
20344	DISPATCHED	36062
20344	DISPATCHED	36063
20344	FETCHED	81373
20344	FETCHED	81374
20344	FETCHED	81375
20344	FETCHED	81376
20345	STATE UPDATE	36053
20345	STATE UPDATE	36057
20345	EXECUTED	36060
20345	SCHEDULED	36061
20345	DISPATCHED	36064
20345	DISPATCHED	36065
20345	FETCHED	81377
20345	FETCHED	81378
20345	FETCHED	81379
20345	FETCHED	81380
20346	STATE UPDATE	36054
20346	STATE UPDATE	36058
20346	EXECUTED	36061
20346	SCHEDULED	36056
20346	SCHEDULED	36064
20346	SCHEDULED	36065
20346	DISPATCHED	36066
20346	DISPATCHED	36067
20346	FETCHED	81381
20346	FETCHED	81382
20346	FETCHED	81383
20346	FETCHED	81384
20347	STATE UPDATE	36059
20347	STATE UPDATE	36060
20347	EXECUTED	36064
20347	EXECUTED	36065
20347	EXECUTED	36056
20347	SCHEDULED	36062
20347	SCHEDULED	36066
20347	DISPATCHED	36068
20347	DISPATCHED	36069
20347	FETCHED	81385
20347	FETCHED	81386
20347	FETCHED	81387
20347	FETCHED	81388
20348	STATE UPDATE	36056
20348	STATE UPDATE	36061
20348	EXECUTED	36066
20348	EXECUTED	36062
20348	SCHEDULED	36063
20348	DISPATCHED	36070
20348	DISPATCHED	36071
20348	FETCHED	81389
20348	FETCHED	81390
20348	FETCHED	81391
20348	FETCHED	81392
20349	STATE UPDATE	36064
20349	STATE UPDATE	36065
20349	EXECUTED	36063
20349	SCHEDULED	36069
20349	SCHEDULED	36071
20349	DISPATCHED	36072
20349	DISPATCHED	36073
20349	FETCHED	81393
20349	FETCHED	81394
20349	FETCHED	81395
20349	FETCHED	81396
20350	STATE UPDATE	36062
20350	STATE UPDATE	36066
20350	EXECUTED	36071
20350	EXECUTED	36069
20350	SCHEDULED	36067
20350	SCHEDULED	36068
20350	SCHEDULED	36072
20350	SCHEDULED	36073
20350	DISPATCHED	36074
20350	DISPATCHED	36075
20350	FETCHED	81397
20350	FETCHED	81398
20350	FETCHED	81399
20350	FETCHED	81400
20351	STATE UPDATE	36063
20351	STATE UPDATE	36069
20351	EXECUTED	36072
20351	EXECUTED	36073
20351	EXECUTED	36067
20351	EXECUTED	36068
20351	SCHEDULED	36074
20351	SCHEDULED	36075
20351	DISPATCHED	36076
20351	DISPATCHED	36077
20351	FETCHED	81401
20351	FETCHED	81402
20351	FETCHED	81403
20351	FETCHED	81404
20352	STATE UPDATE	36067
20352	STATE UPDATE	36071
20352	EXECUTED	36075
20352	EXECUTED	36074
20352	SCHEDULED	36076
20352	SCHEDULED	36077
20352	DISPATCHED	36078
20352	DISPATCHED	36079
20352	FETCHED	81405
20352	FETCHED	81406
20352	FETCHED	81407
20352	FETCHED	81408
20353	STATE UPDATE	36068
20353	STATE UPDATE	36072
20353	EXECUTED	36077
20353	EXECUTED	36076
20353	SCHEDULED	36070
20353	SCHEDULED	36079
20353	DISPATCHED	36080
20353	DISPATCHED	36081
20353	FETCHED	81409
20353	FETCHED	81410
20353	FETCHED	81411
20353	FETCHED	81412
20354	STATE UPDATE	36073
20354	STATE UPDATE	36074
20354	EXECUTED	36079
20354	EXECUTED	36070
20354	SCHEDULED	36078
20354	SCHEDULED	36080
20354	DISPATCHED	36082
20354	DISPATCHED	36083
20354	FETCHED	81413
20354	FETCHED	81414
20354	FETCHED	81415
20354	FETCHED	81416
20355	STATE UPDATE	36075
20355	STATE UPDATE	36076
20355	EXECUTED	36078
20355	EXECUTED	36080
20355	DISPATCHED	36084
20355	DISPATCHED	36085
20355	FETCHED	81417
20355	FETCHED	81418
20355	FETCHED	81419
20355	FETCHED	81420
20356	STATE UPDATE	36070
20356	STATE UPDATE	36077
20356	SCHEDULED	36084
20356	SCHEDULED	36085
20356	DISPATCHED	36086
20356	DISPATCHED	36087
20356	FETCHED	81421
20356	FETCHED	81422
20356	FETCHED	81423
20356	FETCHED	81424
20357	STATE UPDATE	36078
20357	STATE UPDATE	36079
20357	EXECUTED	36084
20357	EXECUTED	36085
20357	SCHEDULED	36081
20357	SCHEDULED	36086
20357	SCHEDULED	36087
20357	DISPATCHED	36088
20357	DISPATCHED	36089
20357	FETCHED	81425
20357	FETCHED	81426
20357	FETCHED	81427
20357	FETCHED	81428
20358	STATE UPDATE	36080
20358	STATE UPDATE	36084
20358	EXECUTED	36086
20358	EXECUTED	36087
20358	EXECUTED	36081
20358	SCHEDULED	36082
20358	SCHEDULED	36088
20358	DISPATCHED	36090
20358	DISPATCHED	36091
20358	FETCHED	81429
20358	FETCHED	81430
20358	FETCHED	81431
20358	FETCHED	81432
20359	STATE UPDATE	36081
20359	STATE UPDATE	36085
20359	EXECUTED	36088
20359	EXECUTED	36082
20359	SCHEDULED	36090
20359	SCHEDULED	36091
20359	DISPATCHED	36092
20359	DISPATCHED	36093
20359	FETCHED	81433
20359	FETCHED	81434
20359	FETCHED	81435
20359	FETCHED	81436
20360	STATE UPDATE	36086
20360	STATE UPDATE	36087
20360	EXECUTED	36090
20360	EXECUTED	36091
20360	SCHEDULED	36083
20360	SCHEDULED	36092
20360	DISPATCHED	36094
20360	DISPATCHED	36095
20360	FETCHED	81437
20360	FETCHED	81438
20360	FETCHED	81439
20360	FETCHED	81440
20361	STATE UPDATE	36082
20361	STATE UPDATE	36088
20361	EXECUTED	36092
20361	EXECUTED	36083
20361	SCHEDULED	36094
20361	DISPATCHED	36096
20361	DISPATCHED	36097
20361	FETCHED	81441
20361	FETCHED	81442
20361	FETCHED	81443
20361	FETCHED	81444
20362	STATE UPDATE	36090
20362	STATE UPDATE	36091
20362	EXECUTED	36094
20362	SCHEDULED	36089
20362	SCHEDULED	36097
20362	DISPATCHED	36098
20362	DISPATCHED	36099
20362	FETCHED	81445
20362	FETCHED	81446
20362	FETCHED	81447
20362	FETCHED	81448
20363	STATE UPDATE	36083
20363	STATE UPDATE	36092
20363	EXECUTED	36097
20363	EXECUTED	36089
20363	SCHEDULED	36093
20363	SCHEDULED	36098
20363	SCHEDULED	36099
20363	DISPATCHED	36100
20363	DISPATCHED	36101
20363	FETCHED	81449
20363	FETCHED	81450
20363	FETCHED	81451
20363	FETCHED	81452
20364	STATE UPDATE	36089
20364	STATE UPDATE	36094
20364	EXECUTED	36099
20364	EXECUTED	36098
20364	EXECUTED	36093
20364	SCHEDULED	36095
20364	DISPATCHED	36102
20364	DISPATCHED	36103
20364	FETCHED	81453
20364	FETCHED	81454
20364	FETCHED	81455
20364	FETCHED	81456
20365	STATE UPDATE	36093
20365	STATE UPDATE	36097
20365	EXECUTED	36095
20365	DISPATCHED	36104
20365	DISPATCHED	36105
20365	FETCHED	81457
20365	FETCHED	81458
20365	FETCHED	81459
20365	FETCHED	81460
20366	STATE UPDATE	36098
20366	STATE UPDATE	36099
20366	SCHEDULED	36100
20366	DISPATCHED	36106
20366	DISPATCHED	36107
20366	FETCHED	81461
20366	FETCHED	81462
20366	FETCHED	81463
20366	FETCHED	81464
20367	STATE UPDATE	36095
20367	EXECUTED	36100
20367	SCHEDULED	36096
20367	SCHEDULED	36101
20367	SCHEDULED	36106
20367	SCHEDULED	36107
20367	DISPATCHED	36108
20367	DISPATCHED	36109
20367	FETCHED	81465
20367	FETCHED	81466
20367	FETCHED	81467
20367	FETCHED	81468
20368	STATE UPDATE	36100
20368	EXECUTED	36107
20368	EXECUTED	36096
20368	EXECUTED	36106
20368	EXECUTED	36101
20368	SCHEDULED	36102
20368	DISPATCHED	36110
20368	FETCHED	81469
20368	FETCHED	81470
20368	FETCHED	81471
20368	FETCHED	81472
20369	STATE UPDATE	36096
20369	STATE UPDATE	36101
20369	EXECUTED	36102
20369	DISPATCHED	36111
20369	FETCHED	81473
20369	FETCHED	81474
20369	FETCHED	81475
20369	FETCHED	81476
20370	STATE UPDATE	36106
20370	STATE UPDATE	36107
20370	SCHEDULED	36103
20370	SCHEDULED	36111
20370	DISPATCHED	36112
20370	DISPATCHED	36113
20370	FETCHED	81477
20370	FETCHED	81478
20370	FETCHED	81479
20370	FETCHED	81480
20371	STATE UPDATE	36102
20371	EXECUTED	36111
20371	EXECUTED	36103
20371	SCHEDULED	36104
20371	SCHEDULED	36109
20371	SCHEDULED	36113
20371	DISPATCHED	36114
20371	DISPATCHED	36115
20371	FETCHED	81481
20371	FETCHED	81482
20371	FETCHED	81483
20371	FETCHED	81484
20372	STATE UPDATE	36103
20372	STATE UPDATE	36111
20372	EXECUTED	36109
20372	EXECUTED	36113
20372	EXECUTED	36104
20372	SCHEDULED	36105
20372	DISPATCHED	36116
20372	FETCHED	81485
20372	FETCHED	81486
20372	FETCHED	81487
20372	FETCHED	81488
20373	STATE UPDATE	36104
20373	STATE UPDATE	36109
20373	EXECUTED	36105
20373	SCHEDULED	36108
20373	SCHEDULED	36116
20373	DISPATCHED	36117
20373	DISPATCHED	36118
20373	FETCHED	81489
20373	FETCHED	81490
20373	FETCHED	81491
20373	FETCHED	81492
20374	STATE UPDATE	36105
20374	STATE UPDATE	36113
20374	EXECUTED	36116
20374	EXECUTED	36108
20374	SCHEDULED	36112
20374	SCHEDULED	36118
20374	DISPATCHED	36119
20374	DISPATCHED	36120
20374	FETCHED	81493
20374	FETCHED	81494
20374	FETCHED	81495
20374	FETCHED	81496
20375	STATE UPDATE	36108
